recommendation_id,rule_id,clothing_type,colour,condition,damage_location,damage_severity,stain_severity,hole_severity,repair_status,style,material,recommended_action,upcycling_method,difficulty,reason,required_materials,estimated_time_minutes,recommendation_priority,rule_basis
REC021628,O03,Jacket,White,Damaged,Multiple Areas,Major,Minor,Minor,Needs Repair,Sporty,Polyester,Recover usable panels for accessories,Material recovery,Medium,Intact outerwear panels can be reused when the full garment is no longer practical.,"Scissors, measuring tape and sewing supplies",150,1,Rule-based circular fashion/upcycling transformation
REC021629,P01,Trousers,Navy,Worn,Bottom,Minor,None,None,Needs Repair,Casual,Polyester,Convert into shorts,Shortening,Easy,Damaged lower sections can be removed to preserve the upper garment.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC021630,P02,Trousers,Navy,Worn,Knee,Minor,None,None,Needs Repair,Casual,Polyester,Repair and reinforce with a patch,Visible mending,Easy,Localized damage can be reinforced instead of discarding the garment.,"Fabric patch, thread, needle or sewing machine",40,1,Rule-based circular fashion/upcycling transformation
REC021631,R01,Jumpsuit,Navy,Worn,Bottom,Minor,None,None,Needs Repair,Casual,Denim,Convert into a shorter romper or playsuit,Length alteration,Medium,Removing damaged lower sections can preserve the upper garment structure.,"Scissors, measuring tape and sewing tools",90,1,Rule-based circular fashion/upcycling transformation
REC021632,R02,Jumpsuit,Navy,Worn,Sleeve,Minor,None,None,Needs Repair,Casual,Denim,Redesign into a sleeveless style,Sleeve removal,Medium,Damaged sleeves can be removed while preserving the main garment.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC021633,S01,Shirt,Navy,Worn,Sleeve,Minor,None,None,Needs Repair,Casual,Linen,Convert into a sleeveless top,Sleeve removal,Medium,Removing damaged sleeves can retain the main body of the garment.,"Scissors, thread, needle or sewing machine",60,1,Rule-based circular fashion/upcycling transformation
REC021634,S02,Shirt,Navy,Worn,Collar,Minor,None,None,Needs Repair,Casual,Linen,Replace or redesign the collar,Collar redesign,Medium,A damaged collar can be replaced or converted into a new neckline.,"Replacement fabric, interfacing, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC021635,S03,Shirt,Navy,Worn,Front,Minor,None,None,Needs Repair,Casual,Linen,Add a decorative fabric panel or appliqué,Panel insertion,Medium,A localized damaged area can be reinforced and visually redesigned.,"Fabric panel, thread, needle or sewing machine",60,2,Rule-based circular fashion/upcycling transformation
REC021636,S04,Shirt,White,Damaged,Multiple Areas,Major,Minor,Minor,Needs Repair,Sporty,Cotton,Recover intact fabric sections for smaller products,Material recovery,Medium,Heavily damaged garments can still provide usable fabric pieces.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC021637,SA01,Saree,Navy,Worn,Edge,Minor,None,None,Needs Repair,Casual,Silk,Trim the damaged edge and create a smaller accessory,Edge recovery,Medium,A damaged edge can be removed while preserving a large amount of usable fabric.,"Scissors, measuring tape and finishing thread",60,1,Rule-based circular fashion/upcycling transformation
REC021638,SA02,Saree,White,Damaged,Multiple Areas,Major,Minor,Minor,Needs Repair,Sporty,Cotton,Recover intact fabric for accessories or patchwork,Fabric recovery,Medium,Intact sections can be separated and reused when the original item is heavily damaged.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC021639,SH01,Shorts,Navy,Worn,Hem,Minor,None,None,Needs Repair,Casual,Cotton,Refinish or redesign the hem,Hem redesign,Easy,The damaged edge can be reconstructed without replacing the whole garment.,"Scissors, thread and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC021640,SK01,Skirt,Navy,Worn,Bottom,Minor,None,None,Needs Repair,Casual,Denim,Shorten and refinish the skirt,Length alteration,Easy,Damaged lower fabric can be removed and the hem reconstructed.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC021641,SK02,Skirt,Navy,Worn,Waist,Minor,None,None,Needs Repair,Casual,Denim,Replace or reinforce the waistband,Waistband repair,Medium,A damaged waistband can be repaired without replacing the entire garment.,"Elastic or waistband fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC021642,T01,T-shirt,Grey,Worn,Sleeve,Minor,None,None,Needs Repair,Casual,Polyester,Redesign into a sleeveless top,Sleeve removal,Easy,Removing a damaged sleeve can preserve the main body of the garment.,"Scissors, measuring tape, needle and thread",40,1,Rule-based circular fashion/upcycling transformation
REC021643,T02,T-shirt,Grey,Worn,Bottom,Minor,None,None,Needs Repair,Casual,Polyester,Crop and finish the lower edge,Cropping,Easy,A damaged lower edge can be removed and the garment shortened.,"Scissors, measuring tape, needle and thread",30,1,Rule-based circular fashion/upcycling transformation
REC021644,T03,T-shirt,Grey,Worn,Front,Minor,None,None,Needs Repair,Casual,Polyester,Cover the damaged area with an appliqué or patch,Appliqué,Easy,A localized damaged area can be covered while adding a decorative element.,"Fabric patch, fabric adhesive or thread",30,1,Rule-based circular fashion/upcycling transformation
REC021645,T04,T-shirt,White,Damaged,Multiple Areas,Major,Minor,Minor,Needs Repair,Oversized,Cotton Blend,Recover usable fabric for small accessories,Fabric recovery,Medium,"When the shirt is heavily damaged, intact fabric can still be reused.","Scissors, thread and sewing supplies",90,1,Rule-based circular fashion/upcycling transformation
REC021646,D01,Dress,Navy,Worn,Bottom,Minor,None,None,Previously Repaired,Casual,Polyester,Shorten the dress and refinish the hem,Length alteration,Easy,A damaged lower edge can be removed while retaining the upper garment.,"Scissors, measuring tape and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC021647,D02,Dress,Navy,Worn,Sleeve,Minor,None,None,Previously Repaired,Casual,Polyester,Redesign into a sleeveless dress,Sleeve removal,Medium,Removing damaged sleeves can preserve the dress body.,"Scissors, thread, needle or sewing machine",75,1,Rule-based circular fashion/upcycling transformation
REC021648,D03,Dress,White,Damaged,Multiple Areas,Major,Minor,Minor,Previously Repaired,Sporty,Cotton,Recover usable fabric for a skirt or accessories,Fabric recovery,Medium,Intact sections can be separated from damaged areas and reused.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC021649,J01,Jeans,Green,Worn,Bottom,Minor,None,None,Previously Repaired,Casual,Cotton Blend,Convert into denim shorts,Shortening,Easy,The lower portion can be removed while preserving usable denim.,"Scissors, measuring tape, sewing machine or needle and thread",45,1,Rule-based circular fashion/upcycling transformation
REC021650,J02,Jeans,Green,Worn,Knee,Minor,None,None,Previously Repaired,Casual,Cotton Blend,Apply visible patches,Visible mending,Easy,Localized minor damage can be strengthened and redesigned with a patch.,"Denim patch, thread, needle or sewing machine",30,1,Rule-based circular fashion/upcycling transformation
REC021651,J03,Jeans,Green,Worn,Pocket,Minor,None,None,Previously Repaired,Casual,Cotton Blend,Reuse usable denim sections for an accessory,Material reuse,Medium,Undamaged denim sections can be recovered for smaller products.,"Scissors, thread, needle or sewing machine",90,2,Rule-based circular fashion/upcycling transformation
REC021652,J04,Jeans,Blue,Damaged,Multiple Areas,Major,Minor,Minor,Previously Repaired,Oversized,Denim,Create denim patchwork,Patchwork,Medium,Multiple damaged areas make patchwork more practical than a full garment redesign.,"Scissors, denim scraps, thread and sewing machine",180,1,Rule-based circular fashion/upcycling transformation
REC021653,K01,Hoodie,Grey,Worn,Sleeve,Minor,None,None,Previously Repaired,Casual,Polyester,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can preserve the central body and create a vest.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC021654,K02,Hoodie,Grey,Worn,Front,Minor,None,None,Previously Repaired,Casual,Polyester,Add a fabric patch or decorative panel,Patchwork,Easy,A patch can reinforce localized damage and extend garment life.,"Fabric patch, thread or fabric adhesive",35,1,Rule-based circular fashion/upcycling transformation
REC021655,K03,Hoodie,White,Damaged,Multiple Areas,Major,Minor,Minor,Previously Repaired,Oversized,Cotton Blend,Recover intact fabric for accessories,Fabric recovery,Medium,Usable sections can be separated from heavily damaged areas.,"Scissors, thread and sewing supplies",100,1,Rule-based circular fashion/upcycling transformation
REC021656,L01,Leggings,Grey,Worn,Bottom,Minor,None,None,Previously Repaired,Casual,Nylon,Convert into shorter leggings,Length alteration,Easy,Damaged lower sections can be removed while retaining usable fabric.,"Scissors, measuring tape and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC021657,L02,Leggings,White,Damaged,Multiple Areas,Major,Minor,Minor,Previously Repaired,Oversized,Cotton Blend,Recover fabric for small textile accessories,Material recovery,Medium,Intact sections may still be useful for smaller textile products.,Scissors and sewing supplies,75,1,Rule-based circular fashion/upcycling transformation
REC021658,N01,T-shirt,Beige,Excellent,None,None,None,None,No Repair,Vintage,Cotton,Convert into a reusable fabric tote,Tote conversion,Easy,A usable knit top can be repurposed into a simple reusable bag.,"Scissors, thread and sewing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC021659,N02,Shirt,Pink,Excellent,None,None,None,None,No Repair,Casual,Cotton Blend,Convert into a reusable fabric tote,Tote conversion,Easy,A button-up garment can be repurposed while retaining useful fabric.,"Scissors, thread and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC021660,N03,Denim Jacket,Grey,Excellent,None,None,None,None,No Repair,Formal,Cotton Blend,Create a small denim accessory from unused fabric sections,Denim reuse,Medium,Denim provides durable fabric suitable for smaller accessories.,"Scissors, denim fabric, thread and sewing tools",90,2,Rule-based circular fashion/upcycling transformation
REC021661,N04,Saree,Pink,Excellent,None,None,None,None,No Repair,Casual,Viscose,Create a smaller accessory from the existing fabric,Accessory conversion,Medium,Large textile pieces can be redesigned into smaller useful accessories.,"Scissors, measuring tape and finishing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC021662,N05,Dress,Pink,Excellent,None,None,None,None,No Repair,Casual,Silk,Redesign the silhouette through length alteration,Silhouette redesign,Medium,A usable garment can receive a new silhouette instead of being discarded.,"Scissors, measuring tape and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC021663,O01,Jacket,Navy,Worn,Sleeve,Minor,None,None,Previously Repaired,Casual,Cotton,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can create a wearable vest from the main body.,"Scissors, thread and sewing machine",90,1,Rule-based circular fashion/upcycling transformation
REC021664,O02,Jacket,Navy,Worn,Pocket,Minor,None,None,Previously Repaired,Casual,Cotton,Add a decorative patch or pocket redesign,Patch or pocket redesign,Medium,A localized damaged area can be reinforced while adding a functional feature.,"Patch fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC021665,O03,Jacket,White,Damaged,Multiple Areas,Major,Minor,Minor,Previously Repaired,Sporty,Polyester,Recover usable panels for accessories,Material recovery,Medium,Intact outerwear panels can be reused when the full garment is no longer practical.,"Scissors, measuring tape and sewing supplies",150,1,Rule-based circular fashion/upcycling transformation
REC021666,P01,Trousers,Navy,Worn,Bottom,Minor,None,None,Previously Repaired,Casual,Polyester,Convert into shorts,Shortening,Easy,Damaged lower sections can be removed to preserve the upper garment.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC021667,P02,Trousers,Navy,Worn,Knee,Minor,None,None,Previously Repaired,Casual,Polyester,Repair and reinforce with a patch,Visible mending,Easy,Localized damage can be reinforced instead of discarding the garment.,"Fabric patch, thread, needle or sewing machine",40,1,Rule-based circular fashion/upcycling transformation
REC021668,R01,Jumpsuit,Navy,Worn,Bottom,Minor,None,None,Previously Repaired,Casual,Denim,Convert into a shorter romper or playsuit,Length alteration,Medium,Removing damaged lower sections can preserve the upper garment structure.,"Scissors, measuring tape and sewing tools",90,1,Rule-based circular fashion/upcycling transformation
REC021669,R02,Jumpsuit,Navy,Worn,Sleeve,Minor,None,None,Previously Repaired,Casual,Denim,Redesign into a sleeveless style,Sleeve removal,Medium,Damaged sleeves can be removed while preserving the main garment.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
