brand,usage,condition,type,category,price,trend,colors,cut,pattern,season,text,pilling,damage,stains,holes,smell,material
H&m,Export,3,Shirt,Ladies,<50,Unknown,"['Blue', 'Black']",['Regular'],Striped,All,Unknown,4,stained pit,Minor,None,None,"77% cotton, 23% polyester"
Claire.dk,Reuse,3,Sweater,Ladies,50-100,Unknown,"['Beige', 'Blue', 'White']","['Regular', 'V-collar']",Geometric print,All,Unknown,3,None,None,None,None,100% cotton
H&m,Reuse,3,Trousers,Ladies,50-100,Unknown,['Blue'],['Regular'],Unknown,All,Unknown,3,stained,Minor,None,None,"59% polyester, 41% viscose"
Kappahl,Export,3,Sweater,Ladies,50-100,Unknown,"['Blue', 'White']","['Regular', 'C-collar']",Striped,All,Unknown,3,stained,Minor,None,None,"61% cotton, 39% acrylic"
Laetitia Mem,Export,3,Sweater,Ladies,<50,Unknown,['Blue'],"['Regular', 'C-collar']",Unknown,All,Unknown,3,stained,Minor,None,None,"45% rayon, 55% nylon"
Mywear (ica),Export,2,T-shirt,Ladies,<50,Unknown,['Beige'],"['C-collar', 'Regular']",Unknown,All,Unknown,2,hole,None,None,None,100% cotton
Soya/soyaconcept,Export,2,T-shirt,Ladies,<50,Unknown,"['Beige', 'Black', 'White', 'Multicolor']","['C-collar', 'Regular']",Floral print,All,Unknown,2,None,None,None,None,100% viscose
Mywear (ica),Export,2,T-shirt,Ladies,<50,Unknown,['Red'],"['C-collar', 'Regular']",Floral print,All,Unknown,2,None,None,None,None,100% acrylic
Mywear (ica),Export,2,Cardigan,Ladies,<50,Unknown,['Red'],"['C-collar', 'Regular']",Unknown,All,Unknown,2,None,None,None,None,100% acrylic
Free Quent,Reuse,3,Cardigan,Ladies,<50,Unknown,['Blue'],"['C-collar', 'Regular']",Unknown,All,Unknown,3,None,None,None,None,100% cotton
Isolde,Export,3,Sweater,Ladies,<50,Unknown,['Grey'],"['C-collar', 'Regular']",Unknown,All,Unknown,3,None,None,None,None,"40% viscose, 35% polyester, 20% nylon, 5% angora"
Isolde,Reuse,3,Sweater,Ladies,50-100,Unknown,"['Pink', 'Purple', 'Red']","['C-collar', 'Regular']",Striped,All,Unknown,3,None,None,None,None,"52% cotton, acrylic"
Röhnish,Reuse,3,Skirt,Ladies,<50,Unknown,['Pink'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% nylon
Mywear (ica),Reuse,3,Shorts,Ladies,<50,Unknown,['Purple'],['Regular'],Unknown,All,Unknown,3,None,None,None,None,100% viscose
Gina Tricot,Export,3,Sweater,Ladies,<50,Unknown,['Pink'],"['Regular', 'C-collar']",Unknown,All,Unknown,2,pilling,None,None,None,"66% cotton, 34% wool"
Cutter & Buck,Export,3,T-shirt,Ladies,<50,Unknown,"['Black', 'White', 'Red']","['Regular', 'V-collar']",Other,All,Unknown,4,stained collar,Minor,None,None,100% polyester
Func Factory,Reuse,4,Trousers,Ladies,<50,Unknown,['Blue'],['Regular'],Unknown,All,Unknown,4,stained collar,None,None,None,"80% nylon, 20% elastane"
Daily,Export,4,Sweater,Ladies,<50,Unknown,"['Black', 'White']",['Regular'],Striped,All,Unknown,4,stained collar,Minor,None,None,100% cotton
Girls Golf,Reuse,3,Sweater,Ladies,50-100,Unknown,"['Black', 'White']","['Regular', 'Cropped']",Unknown,All,Unknown,4,None,None,None,None,100% cotton
Puma,Export,3,T-shirt,Ladies,<50,Unknown,"['Pink', 'White', 'Yellow', 'Multicolor']",['Regular'],Other,All,Unknown,4,stained collar,Minor,None,None,"80% polyester, 20% elastane"
Abacus,Export,3,T-shirt,Ladies,<50,Unknown,"['Pink', 'White', 'Yellow', 'Multicolor']",['Regular'],Other,All,Unknown,4,None,Minor,None,None,"80% polyester, 20% elastane"
Abacus,Reuse,3,Trousers,Ladies,50-100,Unknown,['Black'],"['Regular', 'Cropped']",Unknown,All,Unknown,4,None,None,None,None,100% nylon
Woolrich,Reuse,3,Shorts,Ladies,50-100,Unknown,"['Blue', 'Beige']",['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% cotton
Daily Sports,Reuse,3,Skirt,Ladies,50-100,Unknown,"['Blue', 'White']",['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% polyester
Puma,Export,3,Top,Ladies,<50,Unknown,"['White', 'Pink']",['Regular'],Striped,All,Unknown,3,stained collar,Minor,None,None,100% cotton
Rönisch,Reuse,4,Trousers,Ladies,50-100,Unknown,['Black'],"['Regular', 'Tight']",Unknown,All,black tight trousers,5,None,None,None,None,100% Nylon
Mariko Normal,Export,3,Jeans,Ladies,<50,Denim,['Grey'],['Regular'],Unknown,All,grey jeans with detailed pockets,3,stain,None,None,None,unknown
Soya/soyaconcept,Reuse,5,Trousers,Ladies,50-100,Unknown,['Beige'],['Cropped'],Unknown,All,beige cropped trousers,5,None,None,None,None,100% Cotton
Kappahl,Reuse,5,Trousers,Ladies,50-100,Unknown,['Brown'],['Cropped'],Unknown,All,brown cropped trousers,5,None,None,None,None,100% Cotton
Lindex,Reuse,5,Top,Ladies,50-100,Unknown,['Black'],['Regular'],Lace,All,black top with lace details,5,None,None,None,None,100% Cotton 
Hamton Republic (kappahl),Recycle,3,Blouse,Ladies,<50,Unknown,[],['Loose'],Checkered print,Unknown,Checkered blouse,3,None,None,None,None,100% Cotton
Rosebud,Reuse,3,Blouse,Ladies,50-100,Unknown,"['Blue', 'Pink', 'White', 'Multicolor']",['Loose'],Other,All,patterned blouse,5,None,None,None,None,83% Viscose 17% Polyester
Kappahl,Reuse,5,Blouse,Ladies,50-100,Unknown,"['Black', 'Beige']",['Regular'],Lace,All,Lace blouse with floral pattern,5,None,None,None,None,100% Nylon
Kappahl,Export,2,Blouse,Ladies,<50,Unknown,['White'],['Loose'],Unknown,All,White flowy blouse,5,stain,None,None,None,52% Polyester 48% Cotton
Soc (stadium),Export,2,Tights,Ladies,<50,Sports,"['Green', 'Black']",['Tight'],Other,All,Green sport tights,5,Several holes,None,Minor,None,89% Polyester 11% Cont?
Isolde,Recycle,2,Tunic,Ladies,<50,Unknown,['Blue'],['Loose'],Other,All,Knitted tunic with buttons,4,stained,None,None,None,100% Cotton
Lindex,Recycle,3,Blouse,Ladies,<50,Unknown,"['Blue', 'White']",['Loose'],Floral print,All,white blouse with blue floralprint,5,stains,None,None,None,100% Cotton
Kappahl,Recycle,3,Tank Top,Ladies,<50,Unknown,['White'],['Regular'],Embroidered,All,white tank top,5,"damaged embroidery, beads missing",None,None,None,100% Cotton
Christian Audigier,Export,1,Shorts,Unisex,<50,Unknown,"['Black', 'Green', 'Red', 'Multicolor']",['Long'],Other,Summer,Black shorts with prints,1,None,None,None,None,100% cotton
Kappahl,Reuse,5,Blouse,Ladies,100-150,Unknown,['White'],['Regular'],Lace,All,white lace blouse,5,None,None,None,None,87% Nylon 13% Cont?
Drys,Recycle,3,T-shirt,Ladies,<50,Unknown,"['Beige', 'Black']","['Regular', 'C-collar']",Unknown,All,beige t-shirt with print,5,stains,None,None,None,100% Viscose
Berkeley,Export,1,Top,Men,<50,Unknown,"['Blue', 'White', 'Red', 'Multicolor']","['Regular', 'V-collar']",Other,All,Blue top,5,Beige stains,Major,None,None,"90% cotton, 10% ?"
Vero Moda,Export,1,Jacket,Ladies,<50,Unknown,['Blue'],['Regular'],Unknown,Spring,Blue spring jacket,5,Sweat stains,Major,None,None,"60% viscose, 40% cotton"
B Chic,Reuse,5,Trousers,Ladies,50-100,Unknown,['Blue'],['Cropped'],Unknown,All,Blue tight cropped trousers,5,None,None,None,None,100% Cotton 
Be Tween,Reuse,5,Blazer,Ladies,50-100,Unknown,['Green'],['Regular'],Unknown,All,Knitted blazer,5,None,None,None,None,51% Acryl 49% Cotton
Inwear,Reuse,5,Top,Ladies,50-100,Unknown,['Green'],['Regular'],Unknown,All,Green velour top,5,None,None,None,None,100% Polyester
Kappahl,Recycle,3,Top,Ladies,<50,Unknown,"['Grey', 'Beige']",['Loose'],Unknown,Unknown,Grey top with textured sleeves,3,None,None,None,None,100% Viscose
Hampton Republic,Export,3,Sweater,Ladies,<50,Unknown,['Blue'],"['Regular', 'V-collar']",Unknown,All,Blue knitted sweater,1,Small green stains,Minor,None,None,"59% nylon, 41% acryllic"
Isolde,Export,2,Trousers,Ladies,<50,Unknown,['White'],['Regular'],Unknown,All,white cropped trousers,5,stains,None,None,None,56% Cotton 44% Viscose
Isolde,Reuse,5,Top,Ladies,50-100,Unknown,"['Black', 'White']","['Regular', 'C-collar']",Dots,All,Top with dots,5,None,None,None,None,100% cotton
Rosebud,Reuse,5,Tunic,Ladies,50-100,Unknown,"['Blue', 'Yellow', 'Black']","['Loose', 'C-collar']",Other,All,Multicolor tunic with print,5,None,None,None,None,100% polyester
Laurie,Export,3,Trousers,Ladies,<50,Unknown,['Blue'],"['Tight', 'Cropped']",Unknown,All,Blue tight cropped trousers,5,stain,None,None,None,59% Nylon 41% Viscose
Rosner,Recycle,3,Jeans,Ladies,<50,Denim,['Black'],['Tight'],Unknown,All,Black tight jeans,5,damaged elastane,Minor,None,None,100% Cotton
Soya/soyaconcept,Recycle,3,Top,Ladies,<50,Unknown,['White'],"['Regular', 'C-collar']",Lace,Unknown,White summer top,5,Orange stain,Minor,None,None,100% viscose
Lindex,Export,2,Cardigan,Ladies,<50,Unknown,['White'],['Regular'],Unknown,All,White cardigan,3,stained,None,None,None,77% Cotton 23% Nylon
Mywear (ica),Recycle,1,Shorts,Ladies,<50,Unknown,['White'],['Regular'],Unknown,Summer,White shorts with floral seam,5,Several brown stains,Major,None,None,100% cotton
Xds,Reuse,5,Shorts,Ladies,50-100,Unknown,['Green'],['Regular'],Unknown,All,Green shorts,5,None,None,None,None,100% Nylon
Mywear (ica),Reuse,5,Trousers,Ladies,50-100,Unknown,['White'],"['Tight', 'Cropped']",Unknown,All,white cropped tight triusers,5,None,None,None,None,82% Cotton 18% Polyester
Kappahl,Recycle,1,Top,Ladies,<50,Unknown,['White'],"['Regular', 'V-collar']",Unknown,Unknown,White singlet ,5,Sweat stain,Major,None,None,100% cotton
Sensational,Reuse,5,Jeans,Ladies,50-100,Unknown,['Black'],['Tight'],Unknown,All,black tight jeans,5,None,None,None,None,unknown
Honey & Blue,Export,3,Jeans,Ladies,<50,Denim,['Blue'],['Tight'],Unknown,All,blue tight jeans,5,stain,None,None,None,90% Cotton 10% Cont?
Levi's,Reuse,4,Jeans,Ladies,150-250,Denim,['Blue'],['Regular'],Unknown,All,straight jeans,5,stain,None,None,None,100% Cotton
Alis,Reuse,3,Jeans,Ladies,100-150,Denim,['Grey'],['Regular'],Unknown,Unknown,Grey jeans,5,None,None,None,None,100% Cotton
Missing,Reuse,5,T-shirt,Ladies,50-100,Unknown,['Yellow'],"['Regular', 'V-collar']",Unknown,All,yellow t-shirt ,5,None,None,None,None,100% Polyester 
Free Soul,Export,2,Hoodie,Ladies,<50,Unknown,"['White', 'Blue']",['Regular'],Striped,All,Striped hoodiewith print,2,None,None,None,None,55% Cotton 45% Polyester
Hamton Republic (kappahl),Reuse,5,Shorts,Ladies,50-100,Unknown,['Beige'],['Regular'],Unknown,All,Beige shorts,5,None,None,None,None,100% Cotton
Dressman,Reuse,4,Shirt,Ladies,50-100,Unknown,"['Black', 'White']",['Regular'],Striped,All,black shirt with stripes,5,None,None,None,None,100% cotton
Missing,Recycle,3,Trousers,Men,<50,Unknown,['Blue'],['Regular'],Unknown,All,blue trousers,5,damaged waistband,None,None,None,100% Cotton
Kappahl,Recycle,3,Top,Ladies,<50,Unknown,['White'],"['Regular', 'C-collar']",Unknown,Summer,White singlet ,2,Yellow stain,Major,None,None,100% cotton
Missing,Recycle,3,Top,Ladies,<50,Unknown,['Black'],['Regular'],Unknown,All,black top,3,None,None,None,None,100% Polyester
Missing,Reuse,5,Vest,Ladies,100-150,Unknown,['Grey'],['Regular'],Unknown,All,Home knitted vest,5,None,None,None,None,100% Wool
Cicerone,Reuse,5,Shirt,Men,50-100,Unknown,"['Green', 'Blue', 'White', 'Multicolor']",['Regular'],Checkered print,All,Checkered shirt,5,None,None,None,None,100% Cotton
Kappahl,Export,3,Top,Ladies,<50,Unknown,['White'],"['Regular', 'C-collar']",Unknown,Summer,White top,5,Dark stains,Minor,None,None,"58% viscose, 42% cotton"
Soya/soyaconcept,Reuse,4,Trousers,Ladies,50-100,Unknown,['Black'],['Tight'],Unknown,All,Black trousers ,5,None,None,None,None,"87% cotton, 13% ?"
Emira,Reuse,5,Trousers,Ladies,50-100,Unknown,['Black'],['Regular'],Embroidered,All,black trousers,5,None,None,None,None,100% Polyester
Trafaulc,Reuse,5,T-shirt,Ladies,100-150,Unknown,"['White', 'Yellow', 'Black']","['Regular', 'C-collar']",Other,All,white t-shirt with print,5,None,None,None,None,100% Cotton
Berluti,Recycle,2,Sweater,Men,<50,Unknown,['Blue'],['Regular'],Unknown,Winter,knitted sweater,3,hole,None,Major,None,100% Wool
Body Zone,Reuse,5,Shirt,Men,50-100,Unknown,"['White', 'Red', 'Blue', 'Multicolor']",['Regular'],Checkered print,All,Checkered shirt,5,None,None,None,None,chekcered shirt
Missing,Recycle,3,T-shirt,Children,<50,Unknown,"['White', 'Black', 'Red', 'Multicolor']","['Regular', 'C-collar']",Embroidered,All,white t-shirt with patter and embroidery,2,None,None,None,None,100% Cotton
Adidas,Recycle,3,Trousers,Ladies,<50,Unknown,['Black'],['Regular'],Unknown,All,black trousers,3,None,None,None,None,100% Nylon
Alice Bizous (joy),Export,2,Dress,Ladies,<50,Unknown,"['Blue', 'Black', 'White']","['Loose', 'V-collar']",Geometric print,Autumn,Muticolored dress ,4,None,None,None,None,100% viscose
Cellbes,Recycle,3,Top,Ladies,<50,Unknown,['Black'],['Turtle neck'],Unknown,All,knitted top with turtleneck,3,None,None,None,None,100% Acryl
Made In Morocco,Reuse,5,Dress,Ladies,50-100,Unknown,['Black'],['Tight'],Unknown,All,Black dress with mesh details,5,None,None,None,None,100% Polyester
Xlnt,Reuse,5,Blouse,Ladies,50-100,Unknown,['White'],"['Regular', 'C-collar']",Other,Summer,White blouse,5,None,None,None,None,100% viscose
H&m,Reuse,5,Jeans,Ladies,150-250,90s,['Blue'],['Regular'],Unknown,All,blue jeans,5,None,None,None,None,100% Cotton
The Shirt Factory,Recycle,2,Shirt,Ladies,<50,Unknown,['White'],['Regular'],Unknown,All,white shirt,5,stained,Major,None,None,100% Cotton
Jewelly,Export,2,Shorts,Ladies,<50,Unknown,['White'],['Cropped'],Unknown,Summer,white shorts ,5,damaged elastane,Major,None,None,unknown
Lindex,Recycle,3,Shorts,Ladies,<50,Denim,['Pink'],['Long'],Unknown,Summer,Pink jeans shorts,5,Dark stain,Major,None,None,100% cotton
Zara,Export,2,Cardigan,Ladies,<50,Unknown,['Green'],['Regular'],Unknown,All,green cardigan,4,stained,Minor,Minor,None,76% Cotton 24% Nylon
Missing,Export,3,Cardigan,Ladies,<50,Unknown,['Blue'],['Regular'],Unknown,All,Blue cardigan,3,None,None,None,None,66% Viscose 34% Polyester
Gina Tricot,Reuse,3,Jeans,Ladies,100-150,Denim,['Blue'],['Tight'],Unknown,All,blue tight jeans,5,None,None,None,None,100% Cotton
Golden Bridge,Export,2,Jeans,Ladies,<50,Unknown,['Red'],['Regular'],Unknown,All,Red jeans,5,None,None,None,None,"88% cotton, 11% ?"
Ps Jns,Recycle,1,Jeans,Ladies,<50,Denim,['Blue'],['Regular'],Unknown,All,Blue jeans,5,Ripped,None,Major,None,100% cotton
Cubus,Export,3,Top,Ladies,<50,Unknown,['White'],['Regular'],Unknown,Unknown,white ribbed top with details,4,stained,Minor,None,None,67% Polyester 33% Wool
Lindberg Cph,Recycle,3,T-shirt,Ladies,<50,Unknown,"['White', 'Blue', 'Red']",['Regular'],Striped,All,striped t-shirt ,4,stained,Minor,None,None,100% Cotton
Cubus,Recycle,2,Trousers,Ladies,<50,Unknown,['Green'],['Loose'],Unknown,All,Green trousers,1,None,None,None,None,100% polyester
Happy Coordination,Reuse,5,Trousers,Ladies,50-100,Unknown,"['Black', 'White', 'Red']",['Regular'],Checkered print,Unknown,checkered trousers,5,None,None,None,None,100% Polyester
Zoul,Reuse,5,Trousers,Ladies,50-100,Unknown,['Black'],['Regular'],Unknown,Summer,Black trousers,5,None,None,None,None,100% viscose
H&m,Recycle,3,Top,Ladies,<50,Unknown,['White'],['Tight'],Unknown,All,ribbed white top with cutout shoulders,5,stain,None,None,None,100% Cotton
Denim Co.,Recycle,2,Jeans,Ladies,<50,Unknown,['Blue'],['Tight'],Unknown,All,Blue jeans ,5,None,None,None,None,100% cotton
H&m,Export,1,Dress,Ladies,<50,Unknown,['Purple'],"['Tight', 'Loose', 'Cropped', 'C-collar']",Other,Summer,Purple dress,1,None,None,None,None,"90% polyester, 10% ?"
Deval,Reuse,5,Shorts,Children,50-100,Unknown,['Blue'],['Regular'],Unknown,Summer,blue shorts,5,None,None,None,None,100% Cotton
Missing,Export,3,T-shirt,Children,<50,Unknown,"['Green', 'Black', 'White']",['Regular'],Other,All,T-shirt with pattern,5,crooked seams,None,None,None,100% Cotton
Polarn Och Pyret,Recycle,3,T-shirt,Children,<50,Unknown,"['Blue', 'Purple', 'White']",['Regular'],Dots,All,t-shirt with dots and purple,3,None,None,None,None,100% Viscose
Missing,Export,2,Trousers,Ladies,<50,Unknown,['Black'],['Regular'],Unknown,Unknown,black trousers,1,None,None,None,None,unknown
Hamton Republic (kappahl),Export,1,Sweater,Ladies,<50,Unknown,['Pink'],"['Tight', 'V-collar']",Unknown,All,Pink knitted sweater,1,None,None,None,None,"78% cotton, 22% nylon"
Lego Wear,Reuse,5,Skirt,Children,50-100,Unknown,['Blue'],['None'],Embroidered,All,jean skirt with embroidery,5,None,None,None,None,100% Cotton
Missing,Recycle,5,T-shirt,Ladies,<50,Unknown,"['Green', 'White']","['Tight', 'C-collar']",Logo print,Spring,Green t-shirt ,5,White stain,Minor,None,None,100% cotton
Knatteskutt,Export,3,T-shirt,Ladies,<50,Unknown,['White'],['Regular'],Other,Unknown,white t-shirt with print,5,crooked seams,None,None,None,100% Cotton
Clique,Export,2,T-shirt,Children,<50,Unknown,"['White', 'Black', 'Green', 'Multicolor']",['Regular'],Other,All,white t-shirt with prints,5,stained,None,None,None,100% Cotton
Bikbok,Recycle,3,Top,Ladies,<50,Unknown,"['Black', 'Beige', 'Brown']",['Tight'],Animal print,All,tight top with animalprint and cut out detail,5,stained,None,None,None,100% Polyester
Gina Tricot,Reuse,5,Top,Ladies,50-100,Unknown,"['Beige', 'Black', 'Brown']",['Cropped'],Animal print,All,animalprint top,5,None,None,None,None,100% Viscose
Boohoo,Reuse,5,Top,Ladies,50-100,Unknown,['White'],['Cropped'],Unknown,All,white sleeveless cropped top,5,None,None,None,None,100% Polyester
Missing,Recycle,3,Top,Ladies,<50,Unknown,"['Beige', 'Black', 'Brown']",['Cropped'],Animal print,All,animal print cropped top,5,damaged seam,None,None,None,100% Polyester
Missing,Reuse,5,Top,Ladies,50-100,Unknown,['Beige'],['Cropped'],Unknown,All,beige cropped top with side details,5,None,None,None,None,100% Polyester
Shein,Energy Recovery,3,Tank Top,Ladies,<50,Unknown,['Blue'],['Cropped'],Unknown,All,blue tibbed tank top,3,stain,Minor,None,None,100% Polyester
360 Slim,Reuse,5,Shorts,Ladies,<50,Unknown,"['Pink', 'Purple', 'White']",['Regular'],Embroidered,All,Tränings shorts med broderi tryck,5,None,None,None,None,100% nylon
Zara,Recycle,2,Tank Top,Ladies,<50,Unknown,['White'],['V-collar'],Other,All,Body ,5,gula fläckar,Minor,None,None,100% polyester
Chaps,Reuse,3,Vest,Ladies,50-100,Unknown,['Black'],"['Regular', 'V-collar']",Unknown,All,Unknown,4,None,None,None,None,100% acrylic
Soya/soyaconcept,Reuse,3,Trousers,Ladies,50-100,Unknown,['Red'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% cotton
Salt,Reuse,3,Shorts,Ladies,<50,Unknown,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% cotton
Jew Berry Shop,Recycle,2,Top,Ladies,<50,Unknown,['White'],['V-collar'],Other,All,Top med volang ärm nertill,5,svett fläckar vid ärm,Major,None,None,100% polyester
Na-kd,Export,2,T-shirt,Ladies,<50,Unknown,"['White', 'Black']",['C-collar'],Other,All,T-shirt med tryck,3,smuts fläckar,Major,None,None,100% bomull
Hamton Republic (kappahl),Export,3,Sweater,Ladies,<50,Unknown,['White'],"['Regular', 'C-collar']",Other,All,Unknown,2,pilling,None,None,None,"71% cotton, 29% nylon"
Zara,Export,1,Top,Ladies,<50,Unknown,['Beige'],['V-collar'],Other,All,Ribbad långärmad top,3,nopprigt på ärmar,Minor,Minor,None,57% viskos 43% nylon
Missing,Reuse,3,Dress,Ladies,50-100,Unknown,"['White', 'Black', 'Orange', 'Multicolor']","['Regular', 'V-collar']",Other,All,Unknown,3,None,None,None,None,100% viscose
Missing,Export,1,Top,Ladies,<50,Unknown,['Beige'],['None'],Other,Unknown,Top med en ärm,3,stora smuts fläckar och nopprigt,Major,None,None,100% viskos
Missing,Reuse,3,Tights,Ladies,<50,Unknown,['Black'],"['Regular', 'Tight']",Unknown,All,Unknown,4,None,None,None,None,100% cotton
H&m,Reuse,3,Jeans,Ladies,<50,Denim,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% cotton
Louis Vuitton,Recycle,3,Jeans,Ladies,<50,Unknown,['Blue'],['Regular'],Logo print,All,mörkblåa högmidjade jeans,5,smutsigt runt midja,Minor,None,None,100% bomull
P.o. Ahl,Reuse,3,Jeans,Ladies,<50,Denim,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% cotton
Hunkydory,Export,4,Top,Ladies,<50,Unknown,"['White', 'Black']",['C-collar'],Striped,All,randig top,2,nopprigt,None,None,None,100% viskos
Hamton Republic (kappahl),Reuse,3,Sweater,Ladies,<50,Unknown,['Blue'],"['Regular', 'C-collar']",Unknown,All,Unknown,4,None,None,None,None,100% cotton
Hamton Republic (kappahl),Reuse,3,Sweater,Ladies,<50,Unknown,['White'],"['Regular', 'C-collar']",Unknown,All,Unknown,4,None,None,None,None,100% cotton
H&m,Export,4,Skirt,Children,<50,Unknown,['Black'],['Regular'],Other,All,Svart kjol,5,smuts fläckar,Minor,None,None,100% bomull
Versace,Reuse,3,Shirt,Ladies,<50,Unknown,"['Red', 'Black']",['Regular'],Other,All,Unknown,4,None,None,None,None,"56% viscose, 44% polyester"
Striking,Export,4,Dress,Ladies,<50,Unknown,['Blue'],['Tight'],Other,All,Klänning med volang nertill,3,nopprigt,None,None,None,100% polyester
